Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
29301;0.68583;44.03583;"00° 41' 09.00'' Est, 44° 02' 09.00'' Nord";"32146";"NADAOU";;"32340";"GIMBREDE";"Pylône autostable"; 39.0;"SFR"
29313;-0.04611;43.68028;"00° 02' 46.00'' Ouest, 43° 40' 49.00'' Nord";"32414";"AUX COTÉS DE SARRAGACHIES";"CAMP DE L'AYGUE";"32400";"SARRAGACHIES";"Pylône autostable"; 35.0;"SFR"
29317;0.03139;43.56750;"00° 01' 53.00'' Est, 43° 34' 03.00'' Nord";"32163";"A GOUEYTE";;"32160";"JU-BELLOC";"Pylône autostable"; 39.0;"SFR"
29319;0.36694;43.51833;"00° 22' 01.00'' Est, 43° 31' 06.00'' Nord";"32389";"FAINÉANTISE";;"32300";"SAINT-MARTIN";"Château d'eau - réservoir"; 49.0;"Syndicat des eaux, Adduction"
29321;0.23972;43.42333;"00° 14' 23.00'' Est, 43° 25' 24.00'' Nord";"32181";"DUFFARD";"PRÈS RÉSERVOIR";"32170";"LAGUIAN-MAZOUS";"Pylône autostable"; 42.0;"SFR"
29329;0.28444;43.75028;"00° 17' 04.00'' Est, 43° 45' 01.00'' Nord";"32462";"A CEZENS";;"32190";"VIC-FEZENSAC";"Pylône autostable"; 38.0;"SFR"
59733;0.64833;43.34389;"00° 38' 54.00'' Est, 43° 20' 38.00'' Nord";"32365";"LE VILLAGE";"D 228 RADIO COTEAUX";"32140";"SAINT-BLANCARD";"Bâtiment"; 15.0;"Société Privée SA"
76691;0.30639;43.42972;"00° 18' 23.00'' Est, 43° 25' 47.00'' Nord";"32252";;"R ST BARTHÉLÉMY";"32170";"MIELAN";"Monument religieux"; 38.0;"Commune, communauté de commune"
76699;-0.11333;43.74861;"00° 06' 48.00'' Ouest, 43° 44' 55.00'' Nord";"32191";"TOURRUC";"VILLENEUVE   CHEM DU CHATEAU D'EAU";"32110";"LANNE-SOUBIRAN";"Château d'eau - réservoir"; 40.0;"Syndicat des eaux, Adduction"
92464;0.43583;43.70361;"00° 26' 09.00'' Est, 43° 42' 13.00'' Nord";"32054";"EN PALANQUE";;"32350";"BIRAN";"Pylône autostable"; 34.0;"ORANGE"
92476;1.10389;43.60167;"01° 06' 14.00'' Est, 43° 36' 06.00'' Nord";"32160";"EN MILLET";"RÉSERVOIR";"32600";"L'ISLE-JOURDAIN";"Château d'eau - réservoir"; 23.0;"Commune, communauté de commune"
92482;0.15222;43.51972;"00° 09' 08.00'' Est, 43° 31' 11.00'' Nord";"32233";"LAOUEILLOU";"RÉSERVOIR DE LAOUEILLOU";"32230";"MARCIAC";"Pylône tubulaire"; 25.0;"ORANGE"
92484;1.02861;43.56583;"01° 01' 43.00'' Est, 43° 33' 57.00'' Nord";"32121";;"AUTOCOMMUTATEUR FT";"32600";"ENDOUFIELLE";"Pylône tubulaire"; 24.0;"ORANGE"
92502;1.05139;43.48750;"01° 03' 05.00'' Est, 43° 29' 15.00'' Nord";"32432";"TAMBOURIN";"BORDURE DE D632";"32130";"SEYSSES-SAVES";"Pylône autostable"; 30.0;"ORANGE"
92516;-0.14417;43.73028;"00° 08' 39.00'' Ouest, 43° 43' 49.00'' Nord";"32220";"LA CAVE";;"32110";"LUPPE-VIOLLES";"Pylône autostable"; 30.0;"ORANGE"
153253;0.57694;43.63278;"00° 34' 37.00'' Est, 43° 37' 58.00'' Nord";"32013";;"LA CAILLAOUERE RTE DE TARBES";"32000";"AUCH";"Support non décrit"; 9.0;
248102;0.75528;43.89056;"00° 45' 19.00'' Est, 43° 53' 26.00'' Nord";"32370";"A LABARTHETE/RD 287";"CHÂTEAU D EAU";"32380";"SAINT-CLAR";"Château d'eau - réservoir"; 30.0;"Commune, communauté de commune"
255799;0.49139;44.02694;"00° 29' 29.00'' Est, 44° 01' 37.00'' Nord";"32212";"QUARTIER DE TÉOULE";;"32480";"LIGARDES";"Pylône autostable"; 12.0;"SFR"
255954;0.92472;43.49917;"00° 55' 29.00'' Est, 43° 29' 57.00'' Nord";"32410";"LARIO";;"32130";"SAMATAN";"Château d'eau - réservoir"; 46.8;"Syndicat des eaux, Adduction"
258521;0.96028;43.60778;"00° 57' 37.00'' Est, 43° 36' 28.00'' Nord";"32268";;"AU PETIT SAVES RN124- CHEM RURAL DIT DE GISCARO";"32490";"MONFERRAN-SAVES";"Pylône autostable"; 30.0;"ORANGE"
260195;0.89444;43.63361;"00° 53' 40.00'' Est, 43° 38' 01.00'' Nord";"32147";"LE PONT DE COLOGNE";"C.D. 120";"32200";"GIMONT";"Pylône autostable"; 36.0;"SFR"
301072;0.58389;43.63611;"00° 35' 02.00'' Est, 43° 38' 10.00'' Nord";"32013";;"37 AV DES PYRÉNÉES";"32000";"AUCH";"Immeuble"; 18.0;"ORANGE Services Fixes"
305210;0.87667;43.62417;"00° 52' 36.00'' Est, 43° 37' 27.00'' Nord";"32147";;"R MONPLAISIR";"32200";"GIMONT";"Bâtiment"; 12.0;"Société Privée SA"
307221;0.68111;43.56167;"00° 40' 52.00'' Est, 43° 33' 42.00'' Nord";"32153";"LA OUEYTE";"VC";"32550";"HAULIES";"Pylône autostable"; 35.0;"Conseil Général"
307225;0.63000;43.48000;"00° 37' 48.00'' Est, 43° 28' 48.00'' Nord";"32267";"CAZENEUVE";"D.129 CHÂTEAU D'EAU";"32260";"MONFERRAN-PLAVES";"Château d'eau - réservoir"; 51.0;"Syndicat des eaux, Adduction"
314083;0.04889;43.60667;"00° 02' 56.00'' Est, 43° 36' 24.00'' Nord";"32319";;"PONT CD 946";"32160";"PLAISANCE";"Mât"; 4.0;
320262;0.67417;43.44389;"00° 40' 27.00'' Est, 43° 26' 38.00'' Nord";"32048";"LES TUILERIES";"VOIE COMMUNALE N°2";"32420";"BETCAVE-AGUIN";"Pylône autostable"; 23.0;"Conseil Général"
324046;0.92861;43.77417;"00° 55' 43.00'' Est, 43° 46' 27.00'' Nord";"32416";;"PL DE L'ÉGLISE EGLISE DE SARRANT";"32120";"SARRANT";"Monument religieux"; 40.0;"Commune, communauté de commune"
337999;0.91694;43.42139;"00° 55' 01.00'' Est, 43° 25' 17.00'' Nord";"32138";"HOUNTAOU - LA BORDE NEUVE";;"32220";"GARRAVET";"Pylône autostable"; 28.0;"FPS TOWERS"
346506;-0.17389;43.65139;"00° 10' 26.00'' Ouest, 43° 39' 05.00'' Nord";"32108";"ROUTE DE ST MONT";"RD 559 CHÂTEAU D'EAU";"32400";"CORNEILLAN";"Château d'eau - réservoir"; 35.0;
347806;0.78917;43.47972;"00° 47' 21.00'' Est, 43° 28' 47.00'' Nord";"32309";"HAILLOUÉ";;"32420";"PELLEFIGUE";"Pylône autostable"; 25.0;"Conseil Général"
348511;0.75194;43.65361;"00° 45' 07.00'' Est, 43° 39' 13.00'' Nord";"32012";"A SENOUS";;"32270";"AUBIET";"Pylône autostable"; 40.3;"SFR"
349485;0.83972;43.49778;"00° 50' 23.00'' Est, 43° 29' 52.00'' Nord";"32277";;"CHEM RURAL DE SARAMON À LOMBEZ";"32220";"MONTAMAT";"Château d'eau - réservoir"; 30.0;"Syndicat des eaux, Adduction"
369379;-0.02833;43.75722;"00° 01' 42.00'' Ouest, 43° 45' 26.00'' Nord";"32296";;"23 R D ESTALENS";"32110";"NOGARO";"Bâtiment"; 13.0;
397560;0.24417;43.89417;"00° 14' 39.00'' Est, 43° 53' 39.00'' Nord";"32149";"BELLEVUE";"VOIE DE LA ZONE ARTISANALE PRÈS D.931";"32330";"GONDRIN";"Pylône autostable"; 30.0;"ORANGE"
397996;-0.08111;43.93667;"00° 04' 52.00'' Ouest, 43° 56' 12.00'' Nord";"32096";"LES SABLES";"D626";"32150";"CAZAUBON";"Bâtiment"; 15.0;
433554;0.12528;43.87444;"00° 07' 31.00'' Est, 43° 52' 28.00'' Nord";"32064";"A REMPEAU";;"32800";"BRETAGNE-D'ARMAGNAC";"Château d'eau - réservoir"; 37.5;"Syndicat des eaux, Adduction"
438413;0.41194;43.96889;"00° 24' 43.00'' Est, 43° 58' 08.00'' Nord";"32107";"LE PETIT BUSQUA";;"32100";"CONDOM";"Château d'eau - réservoir"; 42.0;"Commune, communauté de commune"
448746;0.53611;43.65806;"00° 32' 10.00'' Est, 43° 39' 29.00'' Nord";"32013";"EN SOUQUET";"NEGRIE";"32000";"AUCH";"Château d'eau - réservoir"; 57.0;"Syndicat des eaux, Adduction"
449147;0.37111;43.95444;"00° 22' 16.00'' Est, 43° 57' 16.00'' Nord";"32107";;"EGLISE ST MICHEL PL LUCIEN LAMARQUE";"32100";"CONDOM";"Monument religieux"; 34.0;"Commune, communauté de commune"
449387;0.39417;43.89917;"00° 23' 39.00'' Est, 43° 53' 57.00'' Nord";"32224";"AUGÉ";"D 570";"32100";"MAIGNAUT-TAUZIA";"Pylône haubané"; 18.0;"Société Privée SA"
449389;0.36611;43.51778;"00° 21' 58.00'' Est, 43° 31' 04.00'' Nord";"32389";"LES NOMS";;"32300";"SAINT-MARTIN";"Pylône haubané"; 14.0;"Société Privée SA"
449393;-0.06667;43.62972;"00° 04' 00.00'' Ouest, 43° 37' 47.00'' Nord";"32344";"PAYSAN";;"32400";"RISCLE";"Pylône haubané"; 8.0;"Société Privée SA"
449867;0.41611;43.80500;"00° 24' 58.00'' Est, 43° 48' 18.00'' Nord";"32083";"LE CHÂTEAU VIEUX";"RÉSERVOIR D'EAU";"32410";"CASTERA-VERDUZAN";"Pylône autostable"; 14.0;"Société Privée SA"
450077;-0.04722;43.75722;"00° 02' 50.00'' Ouest, 43° 45' 26.00'' Nord";"32296";"CASSOU DE HERRE";;"32110";"NOGARO";"Château d'eau - réservoir"; 45.0;"Commune, communauté de commune"
450105;-0.14806;43.59833;"00° 08' 53.00'' Ouest, 43° 35' 54.00'' Nord";"32463";"SANSOT";"CHÂTEAU D'EAU";"32400";"VIELLA";"Château d'eau - réservoir"; 54.0;"Commune, communauté de commune"
450478;0.38500;43.97806;"00° 23' 06.00'' Est, 43° 58' 41.00'' Nord";"32107";"LA TOUR";"ROUTE DE LIALORES";"32100";"CONDOM";"Pylône autostable"; 33.0;"TDF"
452952;0.58389;43.71889;"00° 35' 02.00'' Est, 43° 43' 08.00'' Nord";"32348";;"LA CIOTAT";"32810";"ROQUELAURE";"Château d'eau - réservoir"; 60.0;"Syndicat des eaux, Adduction"
454493;0.61639;43.64056;"00° 36' 59.00'' Est, 43° 38' 26.00'' Nord";"32013";"LA RÉTOURIE";"STATION TDF D'AUCH";"32000";"AUCH";"Pylône autostable"; 46.0;"TDF"
466757;0.49306;43.54583;"00° 29' 35.00'' Est, 43° 32' 45.00'' Nord";"32172";"SERROT";;"32300";"LABEJAN";"Château d'eau - réservoir"; 24.5;"Copropriété, Syndic, SCI"
466880;0.12194;43.77889;"00° 07' 19.00'' Est, 43° 46' 44.00'' Nord";"32125";"AU PADOUENETOT";"N 124 CHÂTEAU D'EAU";"32370";"ESPAS";"Château d'eau - réservoir"; 43.0;"Syndicat des eaux, Adduction"
473229;1.06806;43.62611;"01° 04' 05.00'' Est, 43° 37' 34.00'' Nord";"32160";;"ROUTE DE CASSEMARTIN D 654 LASTOURS";"32600";"L'ISLE-JOURDAIN";"Bâtiment"; 5.0;"Commune, communauté de commune"
473231;1.12806;43.59278;"01° 07' 41.00'' Est, 43° 35' 34.00'' Nord";"32160";;"AIRE DE L ISLE JOURDAIN GASCOGNE N 124";"32600";"L'ISLE-JOURDAIN";"Bâtiment"; 4.0;"Commune, communauté de commune"
473233;1.06000;43.61806;"01° 03' 36.00'' Est, 43° 37' 05.00'' Nord";"32160";;"RTE DE CLERMONT SAVES LA MOTTE";"32600";"L'ISLE-JOURDAIN";"Bâtiment"; 3.0;"Commune, communauté de commune"
473995;1.07083;43.60806;"01° 04' 15.00'' Est, 43° 36' 29.00'' Nord";"32160";;"ZI DU PONT PEYRIN D 634";"32600";"L'ISLE-JOURDAIN";"Bâtiment"; 7.0;"Commune, communauté de commune"
473997;1.10389;43.60111;"01° 06' 14.00'' Est, 43° 36' 04.00'' Nord";"32160";;"D 575 EN MILLET";"32600";"L'ISLE-JOURDAIN";"Bâtiment"; 4.0;"Commune, communauté de commune"
