Numéro du support;Longitude;Latitude;"Position";"Insee";"Lieu dit";"Adresse";"Code postal";"Commune";"Nature du support";Hauteur en m;"Propriétaire"
14022;-0.13278;48.64750;"00° 07' 58.00'' Ouest, 48° 38' 51.00'' Nord";"61503";"TROUSSEL";;"61150";"VIEUX-PONT";"Pylône autostable"; 50.0;"ORANGE Services Fixes"
35367;0.53694;48.51222;"00° 32' 13.00'' Est, 48° 30' 44.00'' Nord";"61293";;"EGLISE";"61400";"MORTAGNE-AU-PERCHE";"Monument religieux"; 33.0;"Commune, communauté de commune"
81712;-0.73806;48.76444;"00° 44' 17.00'' Ouest, 48° 45' 52.00'' Nord";"61486";;"BD DU NORD ABBAYE / CHOCOLATERIE CÉMOI";"61800";"TINCHEBRAY";"Monument religieux"; 36.0;"Association"
81722;-0.47917;48.53194;"00° 28' 45.00'' Ouest, 48° 31' 55.00'' Nord";"61096";;"PL DE L'EGLISE";"61140";"LA CHAPELLE-D'ANDAINE";"Monument religieux"; 35.0;"Commune, communauté de commune"
95356;-0.63361;48.53167;"00° 38' 01.00'' Ouest, 48° 31' 54.00'' Nord";"61075";"LES RUETTES";;"61330";"CEAUCE";"Pylône autostable"; 48.0;"TDF"
100550;0.68278;48.60333;"00° 40' 58.00'' Est, 48° 36' 12.00'' Nord";"61500";"LA GAUCHETTERIE";"CHÂTEAU D'EAU DE LA GAUCHETTERIE";"61190";"LA VENTROUZE";"Château d'eau - réservoir"; 29.0;"Commune, communauté de commune"
100554;0.27056;48.73139;"00° 16' 14.00'' Est, 48° 43' 53.00'' Nord";"61264";"LE BOURG";"TERRAIN COMMUNAL";"61240";"MENIL-FROGER";"Pylône autostable"; 40.0;"ORANGE"
100560;-0.46417;48.54056;"00° 27' 51.00'' Ouest, 48° 32' 26.00'' Nord";"61096";"LA COULOMBRIÈRE";"VC N°4";"61140";"LA CHAPELLE-D'ANDAINE";"Pylône autostable"; 35.0;"ORANGE"
213442;0.75500;48.29833;"00° 45' 18.00'' Est, 48° 17' 54.00'' Nord";"61405";;"RST LA PLANCHE- LE GRAVIER PK 153.120";"61340";"SAINT-HILAIRE-SUR-ERRE";"Mât"; 22.0;"SNCF Réseau"
287988;0.07778;48.44694;"00° 04' 40.00'' Est, 48° 26' 49.00'' Nord";"61143";;"R DU CHEM DU MAURE ADM. : ALLÉE DU STADE STADE DE DAMIGNY";"61250";"DAMIGNY";"Pylône tubulaire"; 25.0;"ORANGE"
292699;0.37417;48.84667;"00° 22' 27.00'' Est, 48° 50' 48.00'' Nord";"61461";;"CTRE D ENTRETIEN A28 ALIS DIT DE LA FONTAINE";"61230";"LE SAP-ANDRE";"Pylône autostable"; 39.0;
292701;0.19028;48.63306;"00° 11' 25.00'' Est, 48° 37' 59.00'' Nord";"61464";;"PEAGE DE SEES A28";"61500";"SEES";"Pylône autostable"; 39.0;
326887;-0.10722;48.58833;"00° 06' 26.00'' Ouest, 48° 35' 18.00'' Nord";"61453";"LE CLOS GUILLOT";;"61320";"SAINT-SAUVEUR-DE-CARROUGES";"Château d'eau - réservoir"; 35.0;"Syndicat des eaux, Adduction"
419853;-0.58389;48.72667;"00° 35' 02.00'' Ouest, 48° 43' 36.00'' Nord";"61169";;"R GUSTAVE EIFFEL ZI DU CHAMP DE COURSES";"61100";"FLERS";"Bâtiment"; 6.0;"Particulier"
435846;0.62889;48.76361;"00° 37' 44.00'' Est, 48° 45' 49.00'' Nord";"61214";;"PL DE LA HALLE HOTEL LE DAUPHIN";"61300";"L'AIGLE";"Immeuble"; 21.0;"Particulier"
435885;-0.55333;48.73556;"00° 33' 12.00'' Ouest, 48° 44' 08.00'' Nord";"61466";"LE JARDINET";"RTE DE MEISSEI - D18 ENTREPRISE BESNARD S.A.";"61100";"LA SELLE-LA-FORGE";"Pylône tubulaire"; 27.0;"ORANGE"
436679;0.04528;48.40944;"00° 02' 43.00'' Est, 48° 24' 34.00'' Nord";"61397";;"ST-BARTHELEMY";"61000";"SAINT-GERMAIN-DU-CORBEIS";"Pylône haubané"; 51.0;"TDF"
437461;0.62139;48.74722;"00° 37' 17.00'' Est, 48° 44' 50.00'' Nord";"61214";"LE GRAND CHAPLY";"D105 CHATEAU D EAU";"61300";"L'AIGLE";"Château d'eau - réservoir"; 58.0;"Syndicat des eaux, Adduction"
437615;-0.55389;48.76250;"00° 33' 14.00'' Ouest, 48° 45' 45.00'' Nord";"61391";"CHÂTEAU D'EAU DU HAUT FAIX";"R DE LA FONTAINE AUX LOUPS";"61100";"SAINT-GEORGES-DES-GROSEILLERS";"Château d'eau - réservoir"; 61.0;"Syndicat des eaux, Adduction"
437626;0.52667;48.52917;"00° 31' 36.00'' Est, 48° 31' 45.00'' Nord";"61414";"LA CROIX AU LOUP";"LES PIÈCES DE THÉVAL D 912";"61400";"SAINT-LANGIS-LES-MORTAGNE";"Pylône autostable"; 62.0;"ORANGE Services Fixes"
440282;-0.40889;48.55139;"00° 24' 32.00'' Ouest, 48° 33' 05.00'' Nord";"61483";;"BD LEMEUNIER DE LA RAILLÈRE PRÈS DU CHATEAU D'EAU";"61140";"BAGNOLES-DE-L'ORNE";"Pylône autostable"; 46.0;"TDF"
440765;0.08694;48.46056;"00° 05' 13.00'' Est, 48° 27' 38.00'' Nord";"61497";"VERGER DE THIVILLE";"VOIE COMMUNALE N°6 LE BOIS BEULANT";"61250";"VALFRAMBERT";"Pylône autostable"; 79.0;"ORANGE Services Fixes"
440827;-0.01861;48.76667;"00° 01' 07.00'' Ouest, 48° 45' 60.00'' Nord";"61472";"LA BRUYÈRE";"LES PARQUETS";"61200";"SEVIGNY";"Pylône autostable"; 65.0;"ORANGE Services Fixes"
445831;0.60917;48.59472;"00° 36' 33.00'' Est, 48° 35' 41.00'' Nord";"61491";"LES BRUYERES";;"61190";"TOUROUVRE";"Tour hertzienne"; 51.0;"TDF"
450672;0.09583;48.43667;"00° 05' 45.00'' Est, 48° 26' 12.00'' Nord";"61001";;"6 AV BASINGSTOKE";"61000";"ALENCON";"Immeuble"; 43.0;"Conseil Départemental"
450698;0.80583;48.43000;"00° 48' 21.00'' Est, 48° 25' 48.00'' Nord";"61345";;"D 619";"61110";"REMALARD";"Château d'eau - réservoir"; 45.0;"Commune, communauté de commune"
450710;0.51500;48.53194;"00° 30' 54.00'' Est, 48° 31' 55.00'' Nord";"61414";"LA HECTIERE";;"61400";"SAINT-LANGIS-LES-MORTAGNE";"Pylône autostable"; 37.0;"Altitude Telecom"
450783;0.58583;48.59889;"00° 35' 09.00'' Est, 48° 35' 56.00'' Nord";"61491";"PIECES DU BOIS";"D930";"61190";"TOUROUVRE";"Pylône autostable"; 45.0;"HIVORY"
450898;0.03361;48.41333;"00° 02' 01.00'' Est, 48° 24' 48.00'' Nord";"61397";"BOIS DES CLAIRETS";"CHEM DIT DE LA CROIX CATHERINE";"61000";"SAINT-GERMAIN-DU-CORBEIS";"Château d'eau - réservoir"; 33.0;"Syndicat des eaux, Adduction"
451143;-0.01944;48.76611;"00° 01' 10.00'' Ouest, 48° 45' 58.00'' Nord";"61006";;"CHEM D'EXPLOITATION DES PARQUETS";"61200";"ARGENTAN";"Pylône autostable"; 49.0;"Altitude Telecom"
452867;0.34694;48.67028;"00° 20' 49.00'' Est, 48° 40' 13.00'' Nord";"61064";"LES MTS D'AMAIN";"PRES DE LES CAILLOUX BRULLEMAIL";"61390";"BRULLEMAIL";"Pylône haubané"; 203.0;"TDF"
452987;0.11361;48.43806;"00° 06' 49.00'' Est, 48° 26' 17.00'' Nord";"61001";"COURTEILLE";"5 R DU COMMANDANT CHARCOT TOUR CHARCOT";"61000";"ALENCON";"Immeuble"; 29.0;"Copropriété, Syndic, SCI"
459755;0.04556;48.40889;"00° 02' 44.00'' Est, 48° 24' 32.00'' Nord";"61397";"ST BARTHÉLEMY";;"61000";"SAINT-GERMAIN-DU-CORBEIS";"Pylône haubané"; 35.0;"Towercast"
466279;-0.43944;48.64833;"00° 26' 22.00'' Ouest, 48° 38' 54.00'' Nord";"61260";"SIGNAL DE CHARLEMAGNE";"D 266";"61220";"LE MENIL-DE-BRIOUZE";"Pylône autostable"; 48.0;"Particulier"
468536;-0.35056;48.61194;"00° 21' 02.00'' Ouest, 48° 36' 43.00'' Nord";"61168";"BEAU SOLEIL";"LA BRUYERE D 19";"61600";"LA FERTE-MACE";"Pylône autostable"; 68.0;"TDF"
471701;-0.14694;48.82250;"00° 08' 49.00'' Ouest, 48° 49' 21.00'' Nord";"61352";"LES COTIS";"CHEMIN RURAL DE VIRE À ARGENTAN PYLONE TDF";"61160";"RONAI";"Pylône autostable"; 40.0;"TDF"
472288;0.04306;48.84361;"00° 02' 35.00'' Est, 48° 50' 37.00'' Nord";"61494";"LE HAUT DE TRUN";"RTE DE VIMOUTIERS";"61160";"TRUN";"Château d'eau - réservoir"; 25.0;"Syndicat des eaux, Adduction"
478494;-0.74111;48.50583;"00° 44' 28.00'' Ouest, 48° 30' 21.00'' Nord";"61387";"LE PETIT BOIS";"CHEM DÉPARTEMENTAL NO 24";"61350";"SAINT-FRAIMBAULT";"Pylône autostable"; 40.0;"Conseil Départemental"
478591;0.02444;48.67611;"00° 01' 28.00'' Est, 48° 40' 34.00'' Nord";"61375";"CORDEY";"RD 750";"61570";"SAINT-CHRISTOPHE-LE-JAJOLET";"Château d'eau - réservoir"; 42.0;"Syndicat des eaux, Adduction"
485773;0.55972;48.72778;"00° 33' 35.00'' Est, 48° 43' 40.00'' Nord";"61008";"LE POT À BEURRE";"D278 CHEM RURAL DE LA CLÉMENDIÈRE";"61270";"AUBE";"Pylône autostable"; 40.0;"ORANGE"
485775;0.21083;48.65944;"00° 12' 39.00'' Est, 48° 39' 34.00'' Nord";"61081";"LES COTTINS";"D303";"61500";"CHAILLOUE";"Pylône autostable"; 40.0;"ORANGE"
485777;-0.01694;48.74389;"00° 01' 01.00'' Ouest, 48° 44' 38.00'' Nord";"61006";;"4 PL DU DR COUINAUD";"61200";"ARGENTAN";"Bâtiment"; 15.0;"Commune, communauté de commune"
486794;0.61306;48.76639;"00° 36' 47.00'' Est, 48° 45' 59.00'' Nord";"61214";;"10 R DR FRINAULT HOP";"61300";"L'AIGLE";"Bâtiment"; 25.0;"Etablissement de soins"
486800;-0.01917;48.76639;"00° 01' 09.00'' Ouest, 48° 45' 59.00'' Nord";"61006";;"LES PARQUETS";"61200";"ARGENTAN";"Château d'eau - réservoir"; 12.0;"Syndicat des eaux, Adduction"
486869;-0.63583;48.59194;"00° 38' 09.00'' Ouest, 48° 35' 31.00'' Nord";"61145";;"25 R DU ROC CHATEAU D'EAU";"61700";"DOMFRONT";"Château d'eau - réservoir"; 35.0;"Syndicat des eaux, Adduction"
489720;0.19472;48.65028;"00° 11' 41.00'' Est, 48° 39' 01.00'' Nord";"61081";;"STE HONORINE CHÂTEAU D'EAU";"61500";"CHAILLOUE";"Château d'eau - réservoir"; 35.0;"Syndicat des eaux, Adduction"
497996;-0.01139;48.73944;"00° 00' 41.00'' Ouest, 48° 44' 22.00'' Nord";"61006";;"R DES DÉPORTÉS CHÂTEAU D'EAU DU PATY";"61200";"ARGENTAN";"Château d'eau - réservoir"; 41.6;"Syndicat des eaux, Adduction"
499513;0.71500;48.46944;"00° 42' 54.00'' Est, 48° 28' 10.00'' Nord";"61050";"LA BRUYÉRE CHAMP BERRIER";"VC N°10 DE LA DIARDIÉRE";"61110";"BOISSY-MAUGIS";"Pylône autostable"; 40.0;"ATC FRANCE"
501241;-0.47556;48.74750;"00° 28' 32.00'' Ouest, 48° 44' 51.00'' Nord";"61221";"LE BOURG";"CHÂTEAU D'EAU";"61100";"LANDIGOU";"Château d'eau - réservoir"; 45.0;"Commune, communauté de commune"
501267;0.56778;48.76361;"00° 34' 04.00'' Est, 48° 45' 49.00'' Nord";"61342";"LA DESVERIE";"CHÂTEAU D'EAU";"61270";"RAI";"Château d'eau - réservoir"; 26.0;"Société Privée SA"
501672;0.08306;48.45833;"00° 04' 59.00'' Est, 48° 27' 30.00'' Nord";"61143";"LES TERRES NOIRES";"CHÂTEAU D'EAU";"61250";"DAMIGNY";"Château d'eau - réservoir"; 34.0;"Société Privée SA"
502050;-0.39139;48.60861;"00° 23' 29.00'' Ouest, 48° 36' 31.00'' Nord";"61463";"LA VERDRAS";;"61600";"LA SAUVAGERE";"Pylône autostable"; 18.0;"Société Privée SA"
502052;-0.63306;48.53167;"00° 37' 59.00'' Ouest, 48° 31' 54.00'' Nord";"61075";"MONT MARGENTIN";;"61330";"CEAUCE";"Pylône autostable"; 40.0;"Société Privée SA"
504432;0.62694;48.63000;"00° 37' 37.00'' Est, 48° 37' 48.00'' Nord";"61491";;"MAIRIE DE BRESSOLETTES";"61190";"TOUROUVRE";"Bâtiment"; 16.0;"Commune, communauté de commune"
509574;-0.33861;48.58694;"00° 20' 19.00'' Ouest, 48° 35' 13.00'' Nord";"61243";"LE PRÉ GUÉRIN";"D.908";"61600";"MAGNY-LE-DESERT";"Pylône autostable"; 30.0;"ORANGE"
513295;-0.55500;48.76139;"00° 33' 18.00'' Ouest, 48° 45' 41.00'' Nord";"61391";"LE HAUT FAIX";"CHEM RURAL DIT DE L'ACLOS";"61100";"SAINT-GEORGES-DES-GROSEILLERS";"Pylône autostable"; 35.0;"ORANGE Services Fixes"
519354;0.18056;48.92528;"00° 10' 50.00'' Est, 48° 55' 31.00'' Nord";"61508";"LA CROIX DU VITOU";"D916 COUR DES SOUPIRS";"61120";"VIMOUTIERS";"Pylône autostable"; 30.0;"ORANGE Services Fixes"
519478;-0.37333;48.82417;"00° 22' 24.00'' Ouest, 48° 49' 27.00'' Nord";"61007";"OETRE";;"61100";"ATHIS-DE-L'ORNE";"Pylône autostable"; 46.2;"Conseil Départemental"
519879;-0.56861;48.75000;"00° 34' 07.00'' Ouest, 48° 45' 00.00'' Nord";"61169";;"R DES PAGES";"61100";"FLERS";"Immeuble"; 26.0;"La Poste"
522627;-0.39583;48.61083;"00° 23' 45.00'' Ouest, 48° 36' 39.00'' Nord";"61463";;"STADE MUNICIPAL, LES COTIS";"61600";"LA SAUVAGERE";"Pylône autostable"; 15.0;"Towercast"
534703;0.74389;48.54139;"00° 44' 38.00'' Est, 48° 32' 29.00'' Nord";"61230";"LES REHARDIÈRES";"CHEM RURAL N°35 DIT DES REHARDIERES";"61290";"LONGNY-AU-PERCHE";"Pylône autostable"; 40.0;"ORANGE"
